Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.09,William Morrow,Hardcover,373,2020,2020,,2021/05/09,to-read,to-read (#467),to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.29,Penguin Books,Paperback,487,2005,2001,,2021/05/09,to-read,to-read (#466),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.86,Doubleday Books,Hardcover,498,2019,2019,,2021/05/09,to-read,to-read (#465),to-read,,,,0,0
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",0,4.02,Viking Penguin,Hardcover,579,2011,2011,,2021/05/09,to-read,to-read (#464),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,4.01,Del Rey Books,Hardcover,336,2020,2020,,2021/05/09,to-read,to-read (#463),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.27,Michael Joseph,Hardcover,416,2017,2017,,2021/05/09,to-read,to-read (#462),to-read,,,,0,0
39917934,Republic of Caste: Thinking Equality in the Time of Neoliberal Hindutva,Anand Teltumbde,"Teltumbde, Anand",,"=""818905984X""","=""9788189059842""",0,4.44,Navayana Publishing,Hardcover,432,2018,,,2021/05/09,to-read,to-read (#461),to-read,,,,0,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",0,3.93,Plume,Paperback,231,2003,1982,,2021/05/09,to-read,to-read (#460),to-read,,,,0,0
43539250,There’s Gunpowder in the Air,Manoranjan Byapari,"Byapari, Manoranjan",Arunava Sinha,"=""""","=""""",0,3.99,Eka,Kindle Edition,178,2018,2013,,2021/05/09,to-read,to-read (#459),to-read,,,,0,0
123942,A Very Easy Death,Simone de Beauvoir,"Beauvoir, Simone de",Patrick O'Brian,"=""0394728998""","=""9780394728995""",0,4.01,Pantheon,Paperback,112,1985,1964,,2021/05/09,to-read,to-read (#458),to-read,,,,0,0
21124,"Le deuxième sexe, I",Simone de Beauvoir,"Beauvoir, Simone de",,"=""""","=""""",0,4.23,Gallimard,Mass Market Paperback,408,1999,1949,,2021/05/09,to-read,to-read (#457),to-read,,,,0,0
21121,She Came to Stay,Simone de Beauvoir,"Beauvoir, Simone de",,"=""0006540805""","=""9780006540809""",0,3.90,Flamingo,Unknown Binding,416,1995,1943,,2021/05/09,to-read,to-read (#456),to-read,,,,0,0
21119,The Ethics of Ambiguity,Simone de Beauvoir,"Beauvoir, Simone de",Bernard Frechtman,"=""080650160X""","=""9780806501604""",0,4.17,Citadel,Paperback,162,2000,1947,,2021/05/09,to-read,to-read (#455),to-read,,,,0,0
164006,Memoirs of a Dutiful Daughter,Simone de Beauvoir,"Beauvoir, Simone de",James Kirkup,"=""0060825197""","=""9780060825195""",0,4.11,Harper Perennial Modern Classics,Paperback,359,2005,1958,,2021/05/09,to-read,to-read (#454),to-read,,,,0,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.15,Vintage,Paperback,746,1989,1949,,2021/05/09,to-read,to-read (#453),to-read,,,,0,0
436806,Story of the Eye,Georges Bataille,"Bataille, Georges","Joachim Neugroschel, Dovid Bergelson","=""0872862097""","=""9780872862098""",0,3.67,City Lights Publishers,Paperback,103,2001,1928,,2021/05/09,to-read,to-read (#452),to-read,,,,0,0
7518598,Manto: Selected Stories,Saadat Hasan Manto,"Manto, Saadat Hasan",Aatish Taseer,"=""8184000499""","=""9788184000498""",0,4.17,Random House,Hardcover,130,2008,2003,,2021/05/09,to-read,to-read (#451),to-read,,,,0,0
36479936,This Mournable Body,Tsitsi Dangarembga,"Dangarembga, Tsitsi",,"=""1555978126""","=""9781555978129""",0,3.32,Graywolf Press,Paperback,284,2018,2018,,2021/05/09,to-read,to-read (#450),to-read,,,,0,0
52741293,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""0802148042""","=""9780802148049""",0,4.32,Grove Press,Hardcover,430,2020,2020,,2021/05/09,to-read,to-read (#449),to-read,,,,0,0
7767276,Bridge of Clay,Markus Zusak,"Zusak, Markus",,"=""0385614292""","=""9780385614290""",0,3.81,Doubleday,Hardcover,464,2018,2018,,2021/05/09,to-read,to-read (#448),to-read,,,,0,0
1028853,The Carnivorous Lamb,Agustín Gómez Arcos,"Arcos, Agustín Gómez","William Rodarmor, Jamie O'Neill, Sharon G. Feldman","=""1551522306""","=""9781551522302""",0,4.24,Arsenal Pulp Press,Paperback,288,2007,1975,,2021/05/08,to-read,to-read (#447),to-read,,,,0,0
547573,Everybody Loves a Good Drought,Palagummi Sainath,"Sainath, Palagummi",,"=""""","=""""",0,4.32,Penguin India,Paperback,470,2000,1996,,2021/05/08,to-read,to-read (#446),to-read,,,,0,0
197739,How to Read Donald Duck: Imperialist Ideology in the Disney Comic,Ariel Dorfman,"Dorfman, Ariel","Armand Mattelart, David Kunzle","=""0884770230""","=""9780884770237""",0,3.83,International General,Paperback,120,1984,1971,,2021/05/08,to-read,to-read (#445),to-read,,,,0,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0,4.30,St. Martin's Press,Hardcover,464,2021,2021,,2021/05/08,to-read,to-read (#444),to-read,,,,0,0
3867,The History of Love,Nicole Krauss,"Krauss, Nicole",,"=""0393328627""","=""9780393328622""",0,3.92,W. W. Norton & Company,Paperback,255,2006,2005,,2021/05/08,to-read,to-read (#443),to-read,,,,0,0
13379096,Preface to the Lyrical Ballads,William Wordsworth,"Wordsworth, William",,"=""""","=""""",0,3.63,,,,,1800,,2021/05/07,to-read,to-read (#442),to-read,,,,0,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",5,4.30,Dover Publications,Paperback,80,2002,1929,2021/05/07,2021/01/23,,,read,It wasn't just the beauty in his words but also the way he thought our existence mattered to us in individual sense that made me a fan.,,,1,0
51108839,The Tainted,Cauvery Madhavan,"Madhavan, Cauvery",,"=""1916467180""","=""9781916467187""",0,4.22,HopeRoad,Paperback,284,2020,,,2021/05/07,to-read,to-read (#441),to-read,,,,0,0
48577263,No Presents Please: Mumbai Stories,Jayant Kaikini,"Kaikini, Jayant",Tejaswini Niranjana,"=""1948226901""","=""9781948226905""",0,3.81,Catapult,Paperback,240,2020,2017,,2021/05/07,to-read,to-read (#440),to-read,,,,0,0
54287747,When Stars Rain Down,Angela Jackson-Brown,"Jackson-Brown, Angela",,"=""0785240446""","=""9780785240440""",0,4.13,Thomas Nelson,Paperback,368,2021,2021,,2021/05/07,to-read,to-read (#439),to-read,,,,0,0
5845,A Bend in the River,V.S. Naipaul,"Naipaul, V.S.",,"=""0330487140""","=""9780330487146""",0,3.77,Picador USA,Paperback,326,2002,1979,,2021/05/07,to-read,to-read (#438),to-read,,,,0,0
1342657,Union Street,Pat Barker,"Barker, Pat",,"=""0860682838""","=""9780860682837""",0,3.97,"Little, Brown Book Group",Paperback,265,1982,1982,,2021/05/06,to-read,to-read (#437),to-read,,,,0,0
7714,Pygmalion,George Bernard Shaw,"Shaw, George Bernard",,"=""0486282228""","=""9780486282220""",0,3.89,Dover Publications,Paperback,82,1994,1912,,2021/05/05,to-read,to-read (#436),to-read,,,,0,0
45993356,Portrait of a Drunk,Olivier Schrauwen,"Schrauwen, Olivier","Jérôme Mulot, Florent Ruppert, Jenna  Allen","=""1683962893""","=""9781683962892""",0,3.80,Fantagraphics,Hardcover,184,2020,2019,,2021/05/05,to-read,to-read (#435),to-read,,,,0,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",0,4.14,Viking,Hardcover,354,2010,2009,,2021/05/05,to-read,to-read (#434),to-read,,,,0,0
14741054,Baluta,Daya Pawar,"Pawar, Daya",,"=""""","=""""",0,4.11,Granthali ,Paperback,208,1978,1978,,2021/05/05,to-read,to-read (#433),to-read,,,,0,0
28634,Immortality,Milan Kundera,"Kundera, Milan",Peter Kussi,"=""057114456X""","=""9780571144563""",0,4.14,Faber and Faber,Paperback,400,1998,1990,,2021/05/05,to-read,to-read (#432),to-read,,,,0,0
25491,Escape from Freedom,Erich Fromm,"Fromm, Erich",,"=""0805031499""","=""9780805031492""",0,4.26,Holt Paperbacks,Paperback,301,1994,1941,,2021/05/04,to-read,to-read (#431),to-read,,,,0,0
129503,The Origins and History of Consciousness,Erich Neumann,"Neumann, Erich",C.G. Jung,"=""0691017611""","=""9780691017617""",0,4.34,Princeton University Press,Paperback,552,1995,1949,,2021/05/04,to-read,to-read (#430),to-read,,,,0,0
53062854,A Guide For Working Breeds,Vina Jie-Min Prasad,"Prasad, Vina Jie-Min",,"=""""","=""""",0,4.16,Tor.com,ebook,30,2020,2020,,2021/05/03,to-read,to-read (#429),to-read,,,,0,0
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,"=""1481497065""","=""9781481497060""",4,4.21,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,2021/05/03,2021/04/05,,,read,,,,1,0
55904454,"While We Were Dating (The Wedding Date, #6)",Jasmine Guillory,"Guillory, Jasmine",,"=""0593100840""","=""9780593100844""",0,3.76,Berkley Books,Hardcover,336,2021,2021,,2021/05/03,to-read,to-read (#428),to-read,,,,0,0
12021,The Crow Road,Iain Banks,"Banks, Iain",,"=""""","=""""",0,4.08,Abacus,Paperback,501,1993,1992,,2021/05/03,to-read,to-read (#427),to-read,,,,0,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,"=""1442472456""","=""9781442472457""",5,4.42,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,2021/05/03,2021/04/05,,,read,I hate cliff hangers!!,,,1,0
23256404,Tales of Fosterganj,Ruskin Bond,"Bond, Ruskin",,"=""""","=""""",0,4.32,Aleph Book Company PVT Ltd,Kindle Edition,152,2014,2014,,2021/05/02,to-read,to-read (#426),to-read,,,,0,0
15722490,"UnStrung (Unwind, #1.5)",Neal Shusterman,"Shusterman, Neal",Michelle Knowlden,"=""""","=""""",0,3.93,Simon & Schuster Books for Young Readers,Kindle Edition,99,2012,2012,,2021/05/02,to-read,to-read (#425),to-read,,,,0,0
25551332,"UnBound (Unwind, #4.5)",Neal Shusterman,"Shusterman, Neal","Brendan Shusterman, Jarrod Shusterman, Michelle Knowlden, Terry  Black","=""1481457233""","=""9781481457231""",0,4.23,Simon & Schuster,Hardcover,305,2015,2015,,2021/05/02,to-read,to-read (#424),to-read,,,,0,0
13545075,"UnWholly (Unwind, #2)",Neal Shusterman,"Shusterman, Neal",,"=""1442423684""","=""9781442423688""",0,4.25,Simon  Schuster Books for Young Readers,ebook,416,2012,2012,,2021/05/02,to-read,to-read (#423),to-read,,,,0,0
12792658,"UnSouled (Unwind, #3)",Neal Shusterman,"Shusterman, Neal",,"=""147111810X""","=""9781471118104""",0,4.23,Simon & Schuster UK,Paperback,404,2013,2013,,2021/05/02,to-read,to-read (#423),to-read,,,,0,0
17950614,"UnDivided (Unwind, #4)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.46,Simon & Schuster,Hardcover,372,2014,2014,,2021/05/02,to-read,to-read (#422),to-read,,,,0,0
764347,"Unwind (Unwind, #1)",Neal Shusterman,"Shusterman, Neal",,"=""1416912045""","=""9781416912040""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,337,2007,2007,,2021/05/02,to-read,to-read (#421),to-read,,,,0,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,3.75,Picador,Paperback,213,2019,2015,,2021/05/02,to-read,to-read (#420),to-read,,,,0,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",5,4.33,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,2021/05/02,2021/04/05,,,read,Just pure beauty of exquisite writing. ,,,1,0
26856502,"Vengeful (Villains, #2)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.19,Tor,Kindle Edition,462,2018,2018,,2021/05/01,to-read,to-read (#419),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.23,Tor Books,Kindle Edition,366,2013,2013,,2021/05/01,to-read,to-read (#418),to-read,,,,0,0
49977811,Swimming in the Dark,Tomasz Jedrowski,"Jedrowski, Tomasz",,"=""006289000X""","=""9780062890009""",0,4.24,William Morrow,Hardcover,191,2020,2020,,2021/05/01,to-read,to-read (#417),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",3,4.03,Viking,Hardcover,304,2020,2020,2021/04/30,2021/03/08,,,read,"A self-help book under the guise of fiction and I loathe self-help books, but this had a good basis in the story as such.",,,1,0
38215445,Peace Has Come,Parismita Singh,"Singh, Parismita",,"=""9386850508""","=""9789386850508""",0,3.83,Context,Hardcover,200,2018,,,2021/05/01,to-read,to-read (#416),to-read,,,,0,0
17810,In the Miso Soup,Ryū Murakami,"Murakami, Ryū",Ralph McCarthy,"=""014303569X""","=""9780143035695""",0,3.62,Penguin,Paperback,217,2006,1997,,2021/05/01,to-read,to-read (#415),to-read,,,,0,0
40545212,"The Satapur Moonstone (Perveen Mistry, #2)",Sujata Massey,"Massey, Sujata",,"=""""","=""""",0,3.98,Soho Crime,Kindle Edition,360,2019,2019,,2021/05/01,to-read,to-read (#414),to-read,,,,0,0
52252715,Women Don't Owe You Pretty,Florence Given,"Given, Florence",,"=""""","=""""",0,3.80,Cassell,Kindle Edition,193,2020,2020,,2021/04/30,to-read,to-read (#413),to-read,,,,0,0
53438824,Whereabouts,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0593318315""","=""9780593318317""",0,3.77,Knopf,Hardcover,160,2021,2018,,2021/04/29,to-read,to-read (#412),to-read,,,,0,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.81,Pan Books,Paperback,189,1957,1926,,2021/04/29,to-read,to-read (#411),to-read,,,,0,0
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",0,3.96,Barnes & Noble Classics,Paperback,293,2004,1920,,2021/04/29,to-read,to-read (#410),to-read,,,,0,0
45195,A Passage to India,E.M. Forster,"Forster, E.M.","Oliver Stallybrass, Pankaj Mishra","=""014144116X""","=""9780141441160""",0,3.68,Penguin Books,Paperback,376,2005,1924,,2021/04/29,to-read,to-read (#409),to-read,,,,0,0
31920820,Priestdaddy,Patricia Lockwood,"Lockwood, Patricia",,"=""1594633738""","=""9781594633737""",0,3.84,Riverhead Books,Hardcover,336,2017,2017,,2021/04/29,to-read,to-read (#408),to-read,,,,0,0
31680189,The Liberation of Sita,Volga,"Volga, Volga",,"=""9351772489""","=""9789351772484""",0,4.21,Harper Perennial,Paperback,132,2016,,,2021/04/29,to-read,to-read (#407),to-read,,,,0,0
53369488,How the One-Armed Sister Sweeps Her House,Cherie  Jones,"Jones, Cherie",,"=""0316536989""","=""9780316536981""",0,3.70,"Little, Brown and Company",Hardcover,278,2021,2021,,2021/04/29,to-read,to-read (#406),to-read,,,,0,0
48890225,"Detransition, Baby",Torrey Peters,"Peters, Torrey",,"=""0593133374""","=""9780593133378""",0,3.98,One World,Hardcover,337,2021,2021,,2021/04/29,to-read,to-read (#405),to-read,,,,0,0
30267604,Ghachar Ghochar,Vivek Shanbhag,"Shanbhag, Vivek",Srinath Perur,"=""014311168X""","=""9780143111689""",0,3.91,Penguin Books,Paperback,118,2017,2013,,2021/04/29,to-read,to-read (#404),to-read,,,,0,0
51933429,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.85,William Morrow,Hardcover,330,2020,2020,,2021/04/29,to-read,to-read (#403),to-read,,,,0,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.26,HarperTeen ,Hardcover,432,2020,2020,,2021/04/29,to-read,to-read (#402),to-read,,,,0,0
45017402,Painless,Rich Larson,"Larson, Rich",,"=""""","=""""",0,4.13,Tor Books,Kindle Edition,24,2019,2019,,2021/04/29,to-read,to-read (#401),to-read,,,,0,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.92,Vintage,Paperback,227,2007,2005,,2021/04/29,to-read,to-read (#400),to-read,,,,0,0
24737690,A Million Years in a Day: A Curious History of Daily Life,Greg  Jenner,"Jenner, Greg",,"=""""","=""""",0,3.72,Weidenfeld & Nicolson,Kindle Edition,369,2015,2015,,2021/04/29,to-read,to-read (#399),to-read,,,,0,0
13562662,The Book of Barely Imagined Beings: A 21st Century Bestiary,Caspar Henderson,"Henderson, Caspar",Golbanou Moghaddas,"=""184708172X""","=""9781847081728""",0,4.07,Granta Books,Hardcover,427,2012,2012,,2021/04/29,to-read,to-read (#398),to-read,,,,0,0
4649,Selected Letters 1917-1961,Ernest Hemingway,"Hemingway, Ernest","Carlos Baker, Francesco Franconeri","=""0743246896""","=""9780743246897""",0,4.15,Scribner,Hardcover,976,2003,1981,,2021/04/28,to-read,to-read (#397),to-read,,,,0,0
7726420,How to Live Safely in a Science Fictional Universe,Charles Yu,"Yu, Charles",,"=""0307379205""","=""9780307379207""",0,3.44,Pantheon,Hardcover,233,2010,2010,,2021/04/28,to-read,to-read (#395),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.25,Small Beer Press,ebook,281,2010,2002,2021/04/28,2021/03/09,,,read,"Each story was a well crafted piece of art, science and philosophy.",,,1,0
54396154,Karejwa,Varun Grover,"Grover, Varun","Ankit Kapoor, Sumit Kumar, Adhiraj Singh","=""""","=""""",0,4.73,Bakarmax,,,2020,2020,,2021/04/27,to-read,to-read (#394),to-read,,,,0,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",0,3.84,Ballantine Books,Mass Market Paperback,192,1987,1986,,2021/04/27,to-read,to-read (#393),to-read,,,,0,0
18635113,Elizabeth Is Missing,Emma Healey,"Healey, Emma",,"=""0062309668""","=""9780062309662""",0,3.72,Harper,Hardcover,320,2014,2014,,2021/04/26,to-read,to-read (#392),to-read,,,,0,0
35068416,Whistle in the Dark,Emma Healey,"Healey, Emma",,"=""0062309749""","=""9780062309747""",0,3.03,Harper,ebook,352,2018,2018,,2021/04/26,to-read,to-read (#391),to-read,,,,0,0
53138197,Of Women and Salt,Gabriela  Garcia,"Garcia, Gabriela",,"=""1250776686""","=""9781250776686""",0,3.70,Flatiron Books,Hardcover,207,2021,2021,,2021/04/26,to-read,to-read (#390),to-read,,,,0,0
15849749,Goat Days,Benyamin,"Benyamin, Benyamin",Joseph Koyippally,"=""0143416332""","=""9780143416333""",0,4.27,Penguin Books,Paperback,255,2012,2008,,2021/04/26,to-read,to-read (#389),to-read,,,,0,0
12031532,The Garden of Evening Mists,Tan Twan Eng,"Eng, Tan Twan",,"=""1905802498""","=""9781905802494""",0,4.12,Myrmidon,Hardcover,350,2011,2011,,2021/04/26,to-read,to-read (#388),to-read,,,,0,0
15752549,Chronicle of a Corpse Bearer,Cyrus Mistry,"Mistry, Cyrus",,"=""8192328058""","=""9788192328058""",0,3.76,,Hardcover,224,2012,2012,,2021/04/26,to-read,to-read (#387),to-read,,,,0,0
6905480,Ilustrado,Miguel Syjuco,"Syjuco, Miguel",,"=""0374174784""","=""9780374174781""",0,3.37,"Farrar, Straus and Giroux",Hardcover,320,2010,2008,,2021/04/26,to-read,to-read (#386),to-read,,,,0,0
42198554,Surviving the White Gaze: A Memoir,Rebecca Carroll,"Carroll, Rebecca",,"=""""","=""""",0,4.05,Simon & Schuster,Paperback,320,2021,2021,,2021/04/25,to-read,to-read (#385),to-read,,,,0,0
247998,Satori In Paris,Jack Kerouac,"Kerouac, Jack",,"=""0586091181""","=""9780586091180""",0,3.29,HarperCollins Publishers,Paperback,109,1991,1966,,2021/04/25,to-read,to-read (#383),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",4,4.39,Random House,Kindle Edition,208,2016,2016,2021/04/25,2021/04/24,,,read,I don't have words.,,,1,0
730139,Gravity and Grace,Simone Weil,"Weil, Simone",Gustave Thibon,"=""0415290015""","=""9780415290012""",0,4.30,Routledge,Paperback,183,2002,1947,,2021/04/25,to-read,to-read (#382),to-read,,,,0,0
38907337,The Itch You Can't Scratch,Sumit   Kumar,"Kumar, Sumit","Anant Singh, Adhiraj Singh","=""""","=""""",0,3.82,Horizon Books,Kindle Edition,180,2017,32767,,2021/04/25,to-read,to-read (#381),to-read,,,,0,0
46129024,We Need New Stories: Challenging the Toxic Myths Behind Our Age of Discontent,Nesrine Malik,"Malik, Nesrine",,"=""1474610404""","=""9781474610407""",0,4.05,George Weidenfeld & Nicholson,Unknown Binding,288,2022,2021,,2021/04/25,to-read,to-read (#380),to-read,,,,0,0
