Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50788699,Lurkers,Sandi Tan,"Tan, Sandi",,"=""1641292555""","=""9781641292559""",0,3.26,Soho Press,Hardcover,320,2021,2021,,2021/05/28,to-read,to-read (#567),to-read,,,,0,0
2157951,Gulabi Talkies and Other Stories,Vaidehi,"Vaidehi, Vaidehi",Tejaswini Niranjana,"=""0143099698""","=""9780143099697""",0,3.92,Penguin,Paperback,253,2006,2006,,2021/05/28,to-read,to-read (#566),to-read,,,,0,0
67700,"The Persian Boy (Alexander the Great, #2)",Mary Renault,"Renault, Mary",,"=""0394751019""","=""9780394751016""",0,4.19,Vintage,Paperback,420,1988,1972,,2021/05/27,to-read,to-read (#564),to-read,,,,0,0
360436,"Funeral Games (Alexander the Great, #3)",Mary Renault,"Renault, Mary",,"=""0099463490""","=""9780099463498""",0,4.02,Arrow,Paperback,288,2003,1981,,2021/05/27,to-read,to-read (#565),to-read,,,,0,0
67697,"Fire from Heaven (Alexander the Great, #1)",Mary Renault,"Renault, Mary",,"=""0375726829""","=""9780375726828""",0,3.97,Vintage,Paperback,375,2002,1969,,2021/05/27,to-read,to-read (#563),to-read,,,,0,0
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.28,Ballantine Books,Paperback,459,1997,1996,,2021/05/27,to-read,to-read (#562),to-read,,,,0,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.26,Metropolitan Books,Hardcover,558,2007,2006,,2021/05/27,to-read,to-read (#561),to-read,,,,0,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.38,Random House,Mass Market Paperback,365,2002,1980,,2021/05/27,to-read,to-read (#560),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.23,Harper Voyager,Paperback,387,1994,1974,,2021/05/27,to-read,to-read (#559),to-read,,,,0,0
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",0,4.16,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1996,,2021/05/27,to-read,to-read (#558),to-read,,,,0,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.37,DC Comics,Paperback,416,2005,1987,,2021/05/27,to-read,to-read (#557),to-read,,,,0,0
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,"=""1401207928""","=""9781401207922""",0,4.26,Vertigo,Hardcover,296,2005,1990,,2021/05/27,to-read,to-read (#556),to-read,,,,0,0
34688399,One Part Woman,Perumal Murugan,"Murugan, Perumal",,"=""0143431811""","=""9780143431817""",0,3.78,Penguin Random House India Pvt. Ltd,Paperback,256,2014,2010,,2021/05/27,to-read,to-read (#555),to-read,,,,0,0
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""0141439610""","=""9780141439617""",0,4.00,Penguin Classics,Paperback,672,2003,1859,,2021/05/27,to-read,to-read (#554),to-read,,,,0,0
31351689,Girl Made of Stars,Ashley Herring Blake,"Blake, Ashley Herring",,"=""1328476693""","=""9781328476692""",4,4.24,HMH Books for Young Readers,ebook,304,2018,2018,2021/05/26,2021/03/13,,,read,,,,1,0
18775383,Excellent Sheep: The Miseducation of the American Elite and the Way to a Meaningful Life,William Deresiewicz,"Deresiewicz, William",,"=""1476702713""","=""9781476702711""",0,3.89,Free Press,Hardcover,245,2014,2014,,2021/05/26,to-read,to-read (#553),to-read,,,,0,0
774637,Kanthapura,Raja Rao,"Rao, Raja",,"=""0811201686""","=""9780811201681""",0,3.40,New Directions,Paperback,244,1967,1938,,2021/05/26,to-read,to-read (#552),to-read,,,,0,0
38209845,Dalit Panthers: An Authoritative History,J.V. Pawar,"Pawar, J.V.",,"=""""","=""""",0,4.12,Forward Press Books,Kindle Edition,229,2018,,,2021/05/26,to-read,to-read (#551),to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",5,4.38,Bloomsbury Publishing,Hardcover,352,2011,2011,2020/12/05,2021/01/25,,,read,,,,1,0
24874328,Mrs Rosie and the Priest,Giovanni Boccaccio,"Boccaccio, Giovanni",Peter Hainsworth,"=""0141397829""","=""9780141397825""",4,3.37,Penguin Classics,Paperback,54,2015,1353,2020/09/23,2021/05/26,,,read,,,,1,0
33986959,Pandeymonium,Piyush Pandey,"Pandey, Piyush",,"=""""","=""""",4,3.79,Portfolio,Kindle Edition,238,2016,2015,2020/09/17,2021/03/02,,,read,,,,1,0
55388579,"A Court of Thorns and Roses (The Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1664434453""","=""9781664434455""",3,4.20,,Audio CD,,2015,2015,2020/09/15,2021/05/26,,,read,,,,1,0
28787203,Ikigai: Los secretos de Japón para una vida larga y feliz,Hector Garcia Puigcerver,"Puigcerver, Hector Garcia",Francesc Miralles,"=""""","=""""",4,3.73,Urano,Paperback,192,2016,2016,2020/08/01,2021/05/26,,,read,,,,1,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.11,William Morrow,Kindle Edition,635,2011,2001,2020/07/01,2021/01/23,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.11,Random House: Modern Library,Paperback,272,2004,1890,2020/07/01,2021/01/23,,,read,,,,1,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",5,4.23,Arrow Books,Paperback,421,2002,1988,2020/09/01,2021/01/23,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",5,4.17,Vintage,Paperback,559,2004,1992,2020/11/01,2020/10/31,,,read,,,,1,0
150253,"If Not, Winter: Fragments of Sappho",Sappho,"Sappho, Sappho",Anne Carson,"=""1844080811""","=""9781844080816""",0,4.43,Virago,Paperback,416,2003,-550,,2021/04/02,to-read,to-read (#550),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",3,4.22,Tor Books,Hardcover,444,2020,2020,2021/05/25,2021/03/06,,,read,"This book was such a downfall, it started off as a 5 star then to 4 star and finally ending with a solid 3.5 star. Even though it was filled with plot holes, a little cliches, very slow pace and a love triangle (Obviously open ended, cause no love triangle is possible between straight couples xD), it held up its end pretty good but not good enough. The premise was so good, a Faustian deal, and yet it came down to a man-child and a 300 year old teenager, who didn't change in whole time. But then again if you are doomed to be not remembered, there is no need to change, is there?<br/><br/>I would have asked for knowledge if I could make the deal but I wasn't in her shoes, I wouldn't know what it is like to have your existence be curbed into a single house, but maybe I do a little.  Her choice made sense, her defiance made sense too but in the end, the game wasn't worth it because it wasn't fair, it was mercy. The whole book, you keep looking for things to happen, by 70 percent, you are still learning about the initial circumstances which don't even tie to ending as much as they should. The potential to be a story of century, it just succumbed to a cliche young adult love story. <br/><br/>But nevertheless, I loved the concept behind it and loved that being human is leaving a mark, loved that ideas can matter more than your existence and that no matter what a love triangle is only possible way to sell books xD",true,,1,0
883195,The Stone Gods,Jeanette Winterson,"Winterson, Jeanette",,"=""0241143950""","=""9780241143957""",0,3.68,Hamish Hamilton,Hardcover,207,2008,2007,,2021/05/25,to-read,to-read (#549),to-read,,,,0,0
1472878,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,"Hannah, Kristin",,"=""0312364083""","=""9780312364083""",0,4.14,St. Martin's Press,Hardcover,479,2008,2008,,2021/05/25,to-read,to-read (#548),to-read,,,,0,0
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,3.81,Washington Square Press,Paperback,342,2015,2015,,2021/05/25,to-read,to-read (#547),to-read,,,,0,0
456028,"Red: The Heroic Rescue (The Circle, #2)",Ted Dekker,"Dekker, Ted",,"=""1595540342""","=""9781595540348""",0,4.28,Thomas Nelson,Paperback,400,2005,2004,,2021/05/24,to-read,to-read (#545),to-read,,,,0,0
125955,"White: The Great Pursuit (The Circle, #3)",Ted Dekker,"Dekker, Ted",,"=""1595540350""","=""9781595540355""",0,4.28,Thomas Nelson,Paperback,400,2005,2004,,2021/05/24,to-read,to-read (#546),to-read,,,,0,0
125956,"Black: The Birth of Evil (The Circle, #1)",Ted Dekker,"Dekker, Ted",,"=""1595540210""","=""9781595540218""",0,4.18,Thomas Nelson,Paperback,432,2005,2003,,2021/05/24,to-read,to-read (#544),to-read,,,,0,0
4789801,"Green: The Beginning and the End (The Circle, #0)",Ted Dekker,"Dekker, Ted",,"=""1595542884""","=""9781595542885""",0,4.01,Thomas Nelson Publishers,Hardcover,392,2009,2009,,2021/05/24,to-read,to-read (#543),to-read,,,,0,0
968827,Where Late the Sweet Birds Sang,Kate Wilhelm,"Wilhelm, Kate",,"=""0060146540""","=""9780060146542""",0,3.85,Harper and Row,Hardcover,251,1977,1976,,2021/05/24,to-read,to-read (#542),to-read,,,,0,0
11557,Swan Song,Robert McCammon,"McCammon, Robert",Robert R. McCammon,"=""0671741039""","=""9780671741037""",0,4.28,Pocket Books,Mass Market Paperback,956,1987,1987,,2021/05/24,to-read,to-read (#541),to-read,,,,0,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,,2021/05/24,to-read,to-read (#540),to-read,,,,0,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.01,Anchor Books,Paperback,389,2004,2003,,2021/05/24,to-read,to-read (#539),to-read,,,,0,0
6080337,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",0,4.06,Doubleday Nan A. Talese,Hardcover,431,2009,2009,,2021/05/24,to-read,to-read (#537),to-read,,,,0,0
17262203,"MaddAddam (MaddAddam, #3)",Margaret Atwood,"Atwood, Margaret",,"=""0385528787""","=""9780385528788""",0,4.01,Nan A. Talese,Hardcover,394,2013,2013,,2021/05/24,to-read,to-read (#538),to-read,,,,0,0
40855636,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,"=""0316491349""","=""9780316491341""",0,4.29,Orbit,Hardcover,400,2018,2018,,2021/05/24,to-read,to-read (#536),to-read,,,,0,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.35,Orbit,Paperback,416,2017,2017,,2021/05/24,to-read,to-read (#535),to-read,,,,0,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,410,2016,2016,,2021/05/24,to-read,to-read (#534),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.32,Orbit,Paperback,468,2015,2015,,2021/05/24,to-read,to-read (#533),to-read,,,,0,0
51952418,Little Free Library,Naomi Kritzer,"Kritzer, Naomi",,"=""1250780624""","=""9781250780621""",0,4.06,Tor Books,ebook,12,2020,2020,,2021/05/24,to-read,to-read (#532),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",4,4.14,Vintage International,Paperback,467,2006,2002,2020/01/01,2021/05/09,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.38,Avery,Kindle Edition,319,2018,2018,2020/07/01,2021/05/09,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.13,Ember,Paperback,208,2006,1993,,2021/05/22,to-read,to-read (#531),to-read,,,,0,0
44678031,Yearbook,Seth Rogen,"Rogen, Seth",,"=""1984825402""","=""9781984825407""",0,4.18,Crown Publishing Group (NY),Hardcover,260,2021,2021,,2021/05/22,to-read,to-read (#530),to-read,,,,0,0
4599209,Live Nude Elf,Reverend Jen,"Jen, Reverend",Jonathan Ames,"=""1593762445""","=""9781593762445""",0,3.86,Soft Skull Press,Paperback,256,2009,2008,,2021/05/21,to-read,to-read (#529),to-read,,,,0,0
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,"Sagan, Carl",,"=""0345346297""","=""9780345346292""",0,4.19,Ballantine Books,Paperback,271,1986,1977,,2021/05/20,to-read,to-read (#528),to-read,,,,0,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.15,Harper Voyager,ebook,545,2018,2018,,2021/05/20,to-read,to-read (#527),to-read,,,,0,0
40874366,"The Rival Queens: Catherine de' Medici, Her Daughter Marguerite de Valois, and the Betrayal that Ignited a Kingdom",Nancy  Goldstone,"Goldstone, Nancy",,"=""""","=""""",0,3.93,Little,Kindle Edition,428,2015,2015,,2021/05/20,to-read,to-read (#526),to-read,,,,0,0
18276289,Myth in the Ancient World,Ian M. Plant,"Plant, Ian M.",,"=""1420256866""","=""9781420256864""",0,4.03,Macmillan Australia,Paperback,398,2012,2012,,2021/05/20,to-read,to-read (#525),to-read,,,,0,0
7965846,A Little Book of Language,David Crystal,"Crystal, David",,"=""0300155336""","=""9780300155334""",0,3.76,Yale University Press,Hardcover,260,2010,2010,,2021/05/20,to-read,to-read (#524),to-read,,,,0,0
32622193,A Little History of Economics,Niall Kishtainy,"Kishtainy, Niall",,"=""0300206364""","=""9780300206364""",0,4.10,Yale University Press,Hardcover,256,2017,2017,,2021/05/20,to-read,to-read (#523),to-read,,,,0,0
25074731,A Little History of the United States,James West Davidson,"Davidson, James West",,"=""0300181418""","=""9780300181418""",0,4.07,Yale University Press,Hardcover,344,2015,2015,,2021/05/20,to-read,to-read (#522),to-read,,,,0,0
13593959,A Little History of Science,William Bynum,"Bynum, William",,"=""0300136595""","=""9780300136593""",0,3.81,Yale University Press,Hardcover,263,2012,2012,,2021/05/20,to-read,to-read (#521),to-read,,,,0,0
28819132,A Little History of Religion,Richard Holloway,"Holloway, Richard",,"=""0300208839""","=""9780300208832""",0,4.20,Yale University Press,Hardcover,256,2016,2016,,2021/05/20,to-read,to-read (#520),to-read,,,,0,0
17802957,A Little History of Literature,John Sutherland,"Sutherland, John",,"=""0300186851""","=""9780300186857""",0,3.86,Yale University Press,Hardcover,276,2013,2013,,2021/05/20,to-read,to-read (#519),to-read,,,,0,0
11527504,A Little History of Philosophy,Nigel Warburton,"Warburton, Nigel",,"=""0300152086""","=""9780300152081""",0,4.12,Yale University Press,Hardcover,252,2011,2011,,2021/05/20,to-read,to-read (#518),to-read,,,,0,0
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.","Clifford Harper, Caroline Mustill","=""0300108834""","=""9780300108835""",0,4.12,Yale University Press,Hardcover,284,2005,1936,,2021/05/20,to-read,to-read (#517),to-read,,,,0,0
36125250,A Little History of Archaeology,Brian M. Fagan,"Fagan, Brian M.",,"=""0300224648""","=""9780300224641""",0,3.78,Yale University Press,Hardcover,288,2018,2018,,2021/05/20,to-read,to-read (#516),to-read,,,,0,0
40535984,A Beautiful Crime,Christopher Bollen,"Bollen, Christopher",,"=""0062853902""","=""9780062853905""",0,3.60,Harper,ebook,416,2020,2020,,2021/05/20,to-read,to-read (#515),to-read,,,,0,0
17085899,The Alienist and Other Stories of Nineteenth-Century Brazil,Machado de Assis,"Assis, Machado de",John Charles Chasteen,"=""1603848525""","=""9781603848527""",0,3.89,"Hackett Publishing Company, Inc.",Paperback,152,2013,,,2021/05/20,to-read,to-read (#514),to-read,,,,0,0
29635542,"A Dead Djinn in Cairo (Dead Djinn Universe, #0.1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""0765389444""","=""9780765389442""",0,4.02,Tor Books,ebook,43,2016,2016,,2021/05/20,to-read,to-read (#513),to-read,,,,0,0
2262521,The Rape of the Lock,Alexander Pope,"Pope, Alexander",,"=""1557429162""","=""9781557429162""",0,3.56,Wildside Press,Paperback,53,2006,1717,,2021/05/20,to-read,to-read (#512),to-read,,,,0,0
23075720,The Man Who Mistook His Wife for a Hat,Oliver Sacks,"Sacks, Oliver",,"=""1447275403""","=""9781447275404""",0,4.06,Picador,Paperback,262,2015,1985,,2021/05/20,to-read,to-read (#511),to-read,,,,0,0
703032,The Theory of Everything,Stephen Hawking,"Hawking, Stephen",,"=""8179925919""","=""9788179925911""",0,4.18,Jaico Publishing House,Paperback,140,2006,2002,,2021/05/20,to-read,to-read (#510),to-read,,,,0,0
25245394,The Grand Design,Leonard Mlodinow,"Mlodinow, Leonard",Stephen Hawking,"=""8129119714""","=""""",0,4.06,RHUK,Paperback,256,2011,2010,,2021/05/20,to-read,to-read (#509),to-read,,,,0,0
51876712,Art and Archaeology of Ancient Rome Vol 1: An Introduction (Volume 1),David Soren,"Soren, David",Archer Martin,"=""""","=""""",0,4.40,MIdnigt Marquee & BearManor Media,Kindle Edition,1264,2019,,,2021/05/20,to-read,to-read (#508),to-read,,,,0,0
52575641,What We Carry: A Memoir,Maya Shanbhag Lang,"Lang, Maya Shanbhag",,"=""052551239X""","=""9780525512394""",5,4.32,Dial Press,Hardcover,288,2020,2020,2021/05/20,2021/04/20,,,read,The thing about stories is they can set you free.,,,1,0
51964497,Latitudes of Longing,Shubhangi Swarup,"Swarup, Shubhangi",,"=""0593132556""","=""9780593132555""",0,3.82,One World,Hardcover,320,2020,2018,,2021/05/20,to-read,to-read (#507),to-read,,,,0,0
30971664,Salt Houses,Hala Alyan,"Alyan, Hala",,"=""0544912586""","=""9780544912588""",0,3.91,Mariner Books,Hardcover,312,2017,2017,,2021/05/20,to-read,to-read (#506),to-read,,,,0,0
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,"=""015626224X""","=""9780156262248""",0,4.09,Mariner Books,Paperback,213,1972,1933,,2021/05/19,to-read,to-read (#505),to-read,,,,0,0
54875689,A Bright Ray of Darkness,Ethan Hawke,"Hawke, Ethan",,"=""0385352387""","=""9780385352383""",0,3.74,Knopf Publishing Group,Hardcover,237,2021,2021,,2021/05/19,to-read,to-read (#504),to-read,,,,0,0
55592976,The Beauty of Living Twice,Sharon Stone,"Stone, Sharon",,"=""0525656766""","=""9780525656760""",0,3.71,Knopf,Hardcover,244,2021,2021,,2021/05/19,to-read,to-read (#503),to-read,,,,0,0
53733106,No One Is Talking About This,Patricia Lockwood,"Lockwood, Patricia",,"=""0593189582""","=""9780593189580""",0,3.58,Riverhead Books,Hardcover,210,2021,2021,,2021/05/19,to-read,to-read (#502),to-read,,,,0,0
51926961,Fire in Paradise: An American Tragedy,Alastair Gee,"Gee, Alastair",Dani Anguiano,"=""1324005149""","=""9781324005148""",0,4.01,W. W. Norton  Company,Hardcover,256,2020,2020,,2021/05/19,to-read,to-read (#501),to-read,,,,0,0
34523174,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,"Grant, Mira",,"=""0316379409""","=""9780316379403""",0,3.99,Orbit,Hardcover,440,2017,2017,,2021/05/19,to-read,to-read (#500),to-read,,,,0,0
95186,The Inheritance of Loss,Kiran Desai,"Desai, Kiran",,"=""0802142818""","=""9780802142818""",0,3.45,Grove Press,Paperback,357,2005,2005,,2021/05/19,to-read,to-read (#499),to-read,,,,0,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",3,3.95,Berkley Books,Paperback,373,2021,2021,2021/05/19,2021/05/14,,,read,Every sappy dialogue profused into one book xD  (3.5 stars),,,1,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2021/05/18,to-read,to-read (#498),to-read,,,,0,0
36516408,Stuck Like Lint,Shefali Tripathi Mehta,"Mehta, Shefali Tripathi",,"=""9385285815""","=""9789385285813""",0,3.84,Niyogi Books,Paperback,156,2017,2017,,2021/05/16,to-read,to-read (#497),to-read,,,,0,0
769712,Palestine,Joe Sacco,"Sacco, Joe",Edward W. Said,"=""156097432X""","=""9781560974321""",0,4.20,Fantagraphics,Paperback,288,2001,1996,,2021/05/15,to-read,to-read (#496),to-read,,,,0,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",0,4.08,Crown Business,Hardcover,529,2012,2012,,2021/05/14,to-read,to-read (#495),to-read,,,,0,0
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",0,4.13,Pantheon Books,Hardcover,335,2018,2018,,2021/05/14,to-read,to-read (#494),to-read,,,,0,0
45480101,"kings of nowhere Volume 1 (Kings of Nowhere, #1)",Soroush Barazesh,"Barazesh, Soroush",,"=""""","=""""",0,4.21,Koteri Ink,Hardcover,84,2019,2019,,2021/05/14,to-read,to-read (#493),to-read,,,,0,0
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",0,4.18,Liveright,Hardcover,163,2020,2016,,2021/05/14,to-read,to-read (#492),to-read,,,,0,0
34376766,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,"Schreier, Jason",,"=""""","=""""",0,4.22,Harper Paperbacks,Kindle Edition,304,2017,2017,,2021/05/13,to-read,to-read (#491),to-read,,,,0,0
45186565,Uncanny Valley: A Memoir,Anna Wiener,"Wiener, Anna",,"=""0374278016""","=""9780374278014""",0,3.66,MCD,Hardcover,281,2020,2020,,2021/05/12,to-read,to-read (#490),to-read,,,,0,0
38256933,Let's Talk About Death (over Dinner),Michael Hebb,"Hebb, Michael",,"=""0738235296""","=""9780738235295""",0,4.02,Da Capo Lifelong Books,Hardcover,256,2018,2018,,2021/05/12,to-read,to-read (#489),to-read,,,,0,0
17607541,Em and The Big Hoom,Jerry Pinto,"Pinto, Jerry",,"=""9382277315""","=""9789382277316""",0,4.16,Aleph Book Company,Paperback,238,2013,2012,,2021/05/11,to-read,to-read (#488),to-read,,,,0,0
29983711,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""1455563935""","=""9781455563937""",0,4.32,Grand Central Publishing,Hardcover,490,2017,2017,,2021/05/11,to-read,to-read (#487),to-read,,,,0,0
38212121,From Here to Eternity: Traveling the World to Find the Good Death,Caitlin Doughty,"Doughty, Caitlin",,"=""0393356280""","=""9780393356281""",0,4.29,"W. W. Norton & Company, Inc.",Paperback,256,2018,2017,,2021/03/11,to-read,to-read (#486),to-read,,,,0,0
445701,Fidel Castro Reader,Fidel Castro,"Castro, Fidel","David Deutschmann, Deborah Shnookal","=""1920888888""","=""9781920888886""",0,4.03,Ocean Press,Paperback,524,2007,2006,,2021/04/02,to-read,to-read (#485),to-read,,,,0,0
52508857,"How to Feed a Dictator: Saddam Hussein, Idi Amin, Enver Hoxha, Fidel Castro, and Pol Pot Through the Eyes of Their Cooks",Witold Szabłowski,"Szabłowski, Witold",Antonia Lloyd-Jones,"=""0143129759""","=""9780143129752""",0,4.20,Penguin Books,Paperback,288,2020,2019,,2021/04/02,to-read,to-read (#484),to-read,,,,0,0
50385049,Halla Bol : The Death and Life of Safdar Hashmi,Sudhanva Deshpande,"Deshpande, Sudhanva",,"=""8194357918""","=""9788194357919""",0,4.45,"LeftWord Books, New Delhi",Paperback,264,2020,,,2021/04/18,to-read,to-read (#483),to-read,,,,0,0
288501,In Search of Fatima: A Palestinian Story,Ghada Karmi,"Karmi, Ghada",,"=""1859845614""","=""9781859845615""",0,4.10,Verso,Paperback,456,2004,2002,,2021/05/10,to-read,to-read (#482),to-read,,,,0,0
52761023,Against the Loveless World,Susan Abulhawa,"Abulhawa, Susan",,"=""1982137037""","=""9781982137038""",0,4.41,Atria Books,Hardcover,384,2020,2019,,2021/05/10,to-read,to-read (#481),to-read,,,,0,0
11013,Finnegans Wake,James Joyce,"Joyce, James",,"=""0571217354""","=""9780571217359""",0,3.68,Faber & Faber,Paperback,628,2002,1939,,2021/05/10,to-read,to-read (#480),to-read,,,,0,0
7588,A Portrait of the Artist as a Young Man,James Joyce,"Joyce, James","Seamus Deane, Dámaso Alonso, Antoaneta Ralian, Dana Crăciun","=""0142437344""","=""9780142437346""",0,3.63,Penguin Classics,Paperback,329,2003,1916,,2021/05/10,to-read,to-read (#479),to-read,,,,0,0
57965230,Forever,Assia Petricelli,"Petricelli, Assia",Sergio Riccardi,"=""""","=""9791032812082""",0,3.96,Europe Comics,ebook,,2021,2020,,2021/05/10,to-read,to-read (#478),to-read,,,,0,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,4.47,Scribner,Hardcover,400,2016,2016,,2021/05/09,to-read,to-read (#477),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,325,2019,2019,,2021/05/09,to-read,to-read (#476),to-read,,,,0,0
112077,"The Game of Kings (The Lymond Chronicles, #1)",Dorothy Dunnett,"Dunnett, Dorothy",,"=""0679777431""","=""9780679777434""",0,4.15,Vintage,Paperback,543,1997,1961,,2021/05/09,to-read,to-read (#475),to-read,,,,0,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",0,3.93,Anchor Books,Paperback,351,2003,2001,,2021/05/09,to-read,to-read (#474),to-read,,,,0,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,468,1989,1934,,2021/05/09,to-read,to-read (#473),to-read,,,,0,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Henry James, Nina Baym","=""0142437263""","=""9780142437261""",0,3.43,Penguin Books,Paperback,279,2003,1850,,2021/05/09,to-read,to-read (#472),to-read,,,,0,0
4989,The Red Tent,Anita Diamant,"Diamant, Anita",,"=""0312353766""","=""9780312353766""",0,4.19,St. Martin's Press,Hardcover,324,1997,1997,,2021/05/09,to-read,to-read (#471),to-read,,,,0,0
50999821,A Lesson in Vengeance,Victoria  Lee,"Lee, Victoria",,"=""0593305825""","=""9780593305829""",0,3.59,Delacorte Press,Hardcover,369,2021,2021,,2021/05/09,to-read,to-read (#470),to-read,,,,0,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",0,4.32,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2021/05/09,to-read,to-read (#469),to-read,,,,0,0
29589074,"Truly Devious (Truly Devious, #1)",Maureen Johnson,"Johnson, Maureen",,"=""""","=""""",0,3.98,HarperCollins,Hardcover,416,2018,2018,,2021/05/09,to-read,to-read (#468),to-read,,,,0,0
